sample,feature,shap
64,resting ecg,-0.03408547116908751
64,max heart rate,-0.03130420811149501
64,exercise angina,-0.02994530596775627
64,oldpeak,-0.016508767901689828
64,ST slope,-0.09095376653247818
65,age,0.011421990097841414
65,sex,0.008406968934562968
65,chest pain type,0.09917607926100033
65,resting bp s,0.00026623727938181386
65,cholesterol,0.022330159108230933
65,fasting blood sugar,-0.015358446495180388
65,resting ecg,0.008740318050501447
65,max heart rate,0.11716390610293043
65,exercise angina,0.0450535588300648
65,oldpeak,0.0075680364946347015
65,ST slope,0.09229314739950951
66,age,-0.05509610110029707
66,sex,-0.03235172217839953
66,chest pain type,0.0008346547073905253
66,resting bp s,0.08089522657903224
66,cholesterol,0.056480151907572204
66,fasting blood sugar,-0.033441493247509474
66,resting ecg,0.04179827404431275
66,max heart rate,0.004785259684695316
66,exercise angina,0.05774885744365475
66,oldpeak,-0.04965703688211884
66,ST slope,-0.08969189802676299
67,age,-0.007658854147355343
67,sex,0.011443234561688345
67,chest pain type,0.06470882248970272
67,resting bp s,0.13879293424483863
67,cholesterol,0.06254351518503773
67,fasting blood sugar,0.1072572676806814
67,resting ecg,0.01326781833025937
67,max heart rate,0.02469357472148745
67,exercise angina,-0.03244308182521967
67,oldpeak,-0.04789287236580766
67,ST slope,-0.06481110454498971
68,age,-5.919577174248141e-05
68,sex,-0.01632958324664706
68,chest pain type,-0.13651058060285687
68,resting bp s,-0.12735438824168843
68,cholesterol,0.029684358121911048
68,fasting blood sugar,-0.025188333916950058
68,resting ecg,0.02097741859364763
68,max heart rate,-0.05582310638423576
68,exercise angina,0.04110906699200402
68,oldpeak,-0.031209930713659375
68,ST slope,-0.094421897944159
69,age,0.015480099549091271
69,sex,0.0038699071421795643
69,chest pain type,-0.022351125856881978
69,resting bp s,-0.09408166963062246
69,cholesterol,0.002094204272386638
69,fasting blood sugar,-0.037602604730720246
69,resting ecg,-0.034571149719481796
69,max heart rate,0.012967501478850507
69,exercise angina,-0.04199524112380174
69,oldpeak,-0.05528839784405455
69,ST slope,-0.13422478914930816
70,age,-0.0006008341918000836
70,sex,0.008088889108280753
70,chest pain type,-0.11992168454397868
70,resting bp s,-0.07457844310936694
70,cholesterol,0.10216864075464945
70,fasting blood sugar,-0.02192512915644774
70,resting ecg,0.013513856975472043
70,max heart rate,-0.028298291032826127
70,exercise angina,-0.024704101322343592
70,oldpeak,0.08375999096954803
70,ST slope,0.21806102083520137
71,age,0.014692068217097853
71,sex,0.008981175986190849
71,chest pain type,0.11927867523700715
71,resting bp s,0.0005889284774330842
71,cholesterol,0.02983646473452212
71,fasting blood sugar,-0.01559619554359224
71,resting ecg,-0.005979623742003895
71,max heart rate,0.007185688583967141
71,exercise angina,0.049499957113369894
71,oldpeak,0.08048824053669809
71,ST slope,0.0994868516826249
72,age,0.03331202984111482
72,sex,-0.02456167260684489
72,chest pain type,-0.07080638402414158
72,resting bp s,-0.030496218148961123
72,cholesterol,0.0062882474512263795
72,fasting blood sugar,-0.032014940288926985
72,resting ecg,-0.026334606911302034
72,max heart rate,-0.02982169935501657
72,exercise angina,0.05428179661259684
72,oldpeak,-0.03888070010132922
72,ST slope,-0.11190959043419738
73,age,0.004763674825910251
73,sex,0.009304138964213015
73,chest pain type,0.08331895093009183
73,resting bp s,-0.027112775801569837
73,cholesterol,0.041988096410713736
73,fasting blood sugar,0.0594148443716335
73,resting ecg,-0.0087383834290712
73,max heart rate,0.05773069695428629
73,exercise angina,0.04577921667755266
73,oldpeak,0.03366136879300249
73,ST slope,0.09372706489834558
74,age,0.014936309928180807
74,sex,-0.03909243955989891
74,chest pain type,-0.002338159240570211
