sample,feature,shap
50,exercise angina,-0.021525988348765727
50,oldpeak,-0.004378065382854487
50,ST slope,0.2742094242698056
51,age,-0.017939954111922656
51,sex,-0.011536199472092293
51,chest pain type,-0.05758399125804731
51,resting bp s,-0.01845148931570284
51,cholesterol,-0.01973911369813549
51,fasting blood sugar,-0.011767100673444213
51,resting ecg,-0.050737873734673124
51,max heart rate,0.024658078314016948
51,exercise angina,-0.015275220156950117
51,oldpeak,-0.06652440223719569
51,ST slope,-0.22613900162226525
52,age,0.004619957408978843
52,sex,0.01688817890402494
52,chest pain type,0.15414457001930545
52,resting bp s,0.012106997295630206
52,cholesterol,0.0076756716009582174
52,fasting blood sugar,-0.009864344751655566
52,resting ecg,-0.02295746026741641
52,max heart rate,-0.004739350394877183
52,exercise angina,0.03887225781136276
52,oldpeak,0.014975387239443059
52,ST slope,0.1817288698373121
53,age,0.01982579158541851
53,sex,-0.04427678009238113
53,chest pain type,-0.04682342463554484
53,resting bp s,0.0414707182608208
53,cholesterol,0.009306205260629708
53,fasting blood sugar,-0.01693604755157598
53,resting ecg,0.07226122782251496
53,max heart rate,0.03715179427015317
53,exercise angina,-0.01296765467377322
53,oldpeak,-0.028054144344955335
53,ST slope,0.2025467506331824
54,age,0.016378272433453075
54,sex,0.015993805001926622
54,chest pain type,0.20591101227372305
54,resting bp s,0.048299070357648126
54,cholesterol,0.057019015098702316
54,fasting blood sugar,0.06223966622521008
54,resting ecg,-0.016957782517669467
54,max heart rate,-0.002661310493619303
54,exercise angina,0.04357853013768016
54,oldpeak,0.06808520500208029
54,ST slope,-0.08788732441834542
55,age,-0.007502041854552216
55,sex,-0.008001561729998838
55,chest pain type,-0.09114971610167122
55,resting bp s,-0.0014201425409821314
55,cholesterol,0.0264875016700527
55,fasting blood sugar,-0.017487461936876156
55,resting ecg,-0.04731307443393741
55,max heart rate,0.016874131385245114
55,exercise angina,-0.017394303979008357
55,oldpeak,-0.08401277844306151
55,ST slope,-0.23374144152969478
56,age,0.029478387589238687
56,sex,0.02959745502576715
56,chest pain type,0.19244047506432146
56,resting bp s,-0.023102877608319545
56,cholesterol,0.008166921726792502
56,fasting blood sugar,-0.012721822906688126
56,resting ecg,0.04322790971347781
56,max heart rate,-0.014075152485578552
56,exercise angina,0.07998678120346807
56,oldpeak,0.031867119644474765
56,ST slope,-0.13784194745501527
57,age,-0.004954909181518798
57,sex,-0.0008621740893338096
57,chest pain type,-0.07545189109035332
57,resting bp s,0.01854661026627271
57,cholesterol,-0.008400123653926317
57,fasting blood sugar,-0.01509249975444952
57,resting ecg,-0.04224697473755569
57,max heart rate,0.019886285188210787
57,exercise angina,-0.0369752928367195
57,oldpeak,-0.08273128744485383
57,ST slope,-0.23589355161834638
58,age,-0.007577912910429047
58,sex,-0.001163159442505669
58,chest pain type,-0.07293951232512061
58,resting bp s,-0.004387373976308116
58,cholesterol,-0.012786086641580789
58,fasting blood sugar,-0.014495221253673415
58,resting ecg,-0.033451326859969245
58,max heart rate,-0.02809515980354656
58,exercise angina,-0.019885018624196952
58,oldpeak,-0.07171423949773056
58,ST slope,-0.2700785629993774
59,age,-0.003546960043099237
